Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Joined_by_year,Time to Unicorn,ROI
STORD,1000000000,2021-09-13,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,205000000,"Dynamo VC, Susa Ventures, Founders Fund",2021,6,4.878048780487805
At-Bay,1000000000,2021-07-27,Fintech,Mountain View,United States,North America,2016,292000000,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",2021,5,3.4246575342465753
TELD,1000000000,2019-12-16,Fintech,Qingdao,China,Asia,2014,396000000,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",2019,5,2.525252525252525
Acko General Insurance,1000000000,2021-10-28,Fintech,Bengaluru,India,Asia,2016,458000000,"Intact Ventures, Munich Re Ventures, General Atlantic",2021,5,2.183406113537118
apna,1000000000,2021-09-15,Internet software & services,Bengaluru,India,Asia,2019,193000000,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",2021,2,5.181347150259067
Beyond Identity,1000000000,2022-02-22,Cybersecurity,New York,United States,North America,2019,205000000,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",2022,3,4.878048780487805
Carousell,1000000000,2021-09-15,E-commerce & direct-to-consumer,Unknown,Singapore,Asia,2012,288000000,"500 Global, Rakuten Ventures, Golden Gate Ventures",2021,9,3.4722222222222223
Chief,1000000000,2022-03-31,Other,New York,United States,North America,2019,140000000,"General Catalyst, Inspired Capital, Flybridge Capital Partners",2022,3,7.142857142857143
CoinDCX,1000000000,2021-08-10,Fintech,Maharashtra,India,Asia,2017,109000000,"Polychain Capital, Coinbase Ventures, Jump Capital",2021,4,9.174311926605505
Daily Harvest,1000000000,2021-11-16,E-commerce & direct-to-consumer,New York,United States,North America,2014,120000000,"M13, Lightspeed Venture Partners, Lone Pine Capital",2021,7,8.333333333333334
Enpal,1000000000,2021-10-18,Internet software & services,Berlin,Germany,Europe,2017,304000000,"HV Capital, Softbank Group, BlackRock",2021,4,3.289473684210526
eSentire,1000000000,2022-02-22,Cybersecurity,Waterloo,Canada,North America,2001,186000000,"Edison Partners, Georgian Partners, VentureLink",2022,21,5.376344086021505
Firefly Aerospace,1000000000,2021-05-04,Other,Cedar Park,United States,North America,2014,172000000,"XBTO Ventures, Raven One Ventures, SK Ventures",2021,7,5.813953488372093
Fundbox,1000000000,2021-11-30,Fintech,San Francisco,United States,North America,2013,404000000,"Khosla Ventures, General Catalyst, Blumberg Capital",2021,8,2.4752475247524752
G2,1000000000,2021-06-22,Internet software & services,Chicago,United States,North America,2012,258000000,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",2021,9,3.875968992248062
Gaussian Robotics,1000000000,2021-11-10,Hardware,Shanghai,China,Asia,2013,325000000,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",2021,8,3.076923076923077
GetYourGuide,1000000000,2019-05-16,Travel,Berlin,Germany,Europe,2009,656000000,"Spark Capital, Highland Europe, Sunstone Capital",2019,10,1.524390243902439
GlobalBees,1000000000,2021-12-28,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,185000000,"Chiratae Ventures, SoftBank Group, Trifecta Capital",2021,0,5.405405405405405
Ivalua,1000000000,2019-05-21,Fintech,Redwood City,United States,North America,2000,134000000,"Ardian, Tiger Global Management, KKR",2019,19,7.462686567164179
Juanpi,1000000000,2016-04-14,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,136000000,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",2016,4,7.352941176470588
Karat,1000000000,2021-10-13,Internet software & services,Seattle,United States,North America,2014,169000000,"8VC, Norwest Venture Partners, Tiger Global Management",2021,7,5.9171597633136095
LEAD School,1000000000,2022-01-13,Edtech,Andheri,India,Asia,2012,166000000,"WestBridge Capital, GSV Ventures, Elevar Equity",2022,10,6.024096385542169
Nexthink,1000000000,2021-02-08,Data management & analytics,Prilly,Switzerland,Europe,2004,346000000,"Auriga, Galeo Ventures, Highland Europe",2021,17,2.8901734104046244
People.ai,1000000000,2021-08-11,Internet software & services,San Francisco,United States,North America,2017,200000000,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",2021,4,5.0
Pharmapacks,1000000000,2020-11-12,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,433000000,The Carlyle Group,2020,10,2.3094688221709005
Rightway,1000000000,2021-03-30,Health,New York,United States,North America,2017,130000000,"Thrive Capital, Khosla Ventures, Tiger Global Management",2021,4,7.6923076923076925
Sennder,1000000000,2021-01-14,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,340000000,"Accelm Scania Growth Capital, Lakestar",2021,6,2.9411764705882355
Sisense,1000000000,2020-01-09,Data management & analytics,New York,United States,North America,2004,274000000,"Opus Capital, Genesis Partners, Battery Ventures",2020,16,3.6496350364963503
Staffbase,1000000000,2022-03-15,Internet software & services,Chemnitz,Germany,Europe,2014,307000000,"Insight Partners, e.ventures, General Atlantic",2022,8,3.257328990228013
Sunbit,1000000000,2021-05-20,Fintech,Los Angeles,United States,North America,2016,210000000,"Zeev Ventures, Group11, Chicago Ventures",2021,5,4.761904761904762
TangoMe,1000000000,2014-03-20,Mobile & telecommunications,Mountain View,United States,North America,2009,361000000,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",2014,5,2.770083102493075
The Bank of London,1000000000,2021-11-30,Fintech,London,United Kingdom,Europe,2018,90000000,"Mangrove Capital Partners,14W, ForgeLight",2021,3,11.11111111111111
Zego,1000000000,2021-03-09,Fintech,London,United Kingdom,Europe,2016,202000000,"LocalGlobe, Balderton Capital, Target Global",2021,5,4.9504950495049505
Nxin,1000000000,2018-09-18,Internet software & services,Beijing,China,Asia,2015,53000000,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",2018,3,18.867924528301888
Mamaearth,1000000000,2021-12-28,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,111000000,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",2021,5,9.00900900900901
Radius Payment Solutions,1000000000,2017-11-27,Fintech,Crewe,United Kingdom,Europe,1990,200000000,Inflexion Private Equity,2017,27,5.0
Rivigo,1000000000,2019-07-11,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,247000000,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",2019,5,4.048582995951417
Rubicon,1000000000,2017-08-25,Other,Atlanta,United States,North America,2008,223000000,"Goldman Sachs, Leonardo DiCaprio, Promecap",2017,9,4.484304932735426
Socar,1000000000,2020-10-16,Auto & transportation,Jeju-do,South Korea,Asia,2012,408000000,"Bain Capital, Altos Ventures, Songhyun Investment",2020,8,2.450980392156863
MobileCoin,1000000000,2021-07-07,Fintech,San Francisco,United States,North America,2018,107000000,"General Catalyst, Future Ventures, AU21",2021,3,9.345794392523365
Density,1000000000,2021-11-10,Hardware,San Francisco,United States,North America,2014,217000000,"Founders Fund, Upfront Ventures, 01 Advisors",2021,7,4.608294930875576
Instabase,1000000000,2019-10-21,Data management & analytics,San Francisco,United States,North America,2015,132000000,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",2019,4,7.575757575757576
Jiuxian,1000000000,2015-07-30,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,250000000,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",2015,6,4.0
Matrixport,1000000000,2021-06-01,Fintech,Unknown,Singapore,Asia,2019,100000000,"Dragonfly Captial, Qiming Venture Partners, DST Global",2021,2,10.0
Mixpanel,1000000000,2021-11-15,Internet software & services,San Francisco,United States,North America,2009,277000000,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",2021,12,3.6101083032490973
Sendbird,1000000000,2021-04-06,Mobile & telecommunications,San Mateo,United States,North America,2013,221000000,"FundersClub, Y Combinator, Tiger Global Management",2021,8,4.524886877828054
OrCam Technologies,1000000000,2018-02-20,Artificial intelligence,Jerusalem,Israel,Asia,2010,86000000,"Intel Capital, Aviv Venture Capital",2018,8,11.627906976744185
Leap Motor,1000000000,2018-11-20,Auto & transportation,Hangzhou,China,Asia,2015,1000000000,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",2018,3,1.0
1KMXC,1000000000,2021-08-30,Hardware,Hangzhou,China,Asia,2014,86000000,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",2021,7,11.627906976744185
58 Daojia,1000000000,2015-10-12,Internet software & services,Beijing,China,Asia,2014,300000000,"KKR, Alibaba Group, Ping An Insurance",2015,1,3.3333333333333335
Agile Robots,1000000000,2021-09-09,Hardware,Munich,Germany,Europe,2018,240000000,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",2021,3,4.166666666666667
Aibee,1000000000,2021-04-13,Artificial intelligence,Beijing,China,Asia,2017,273000000,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",2021,4,3.663003663003663
Aircall,1000000000,2021-06-23,Internet software & services,New York,United States,North America,2014,226000000,"Balderton Capital, Next World Capital, Draper Esprit",2021,7,4.424778761061947
Ajaib,1000000000,2021-10-04,Fintech,Jakarta,Indonesia,Asia,2018,245000000,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",2021,3,4.081632653061225
Alto Pharmacy,1000000000,2020-01-30,Health,San Francisco,United States,North America,2015,524000000,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",2020,5,1.9083969465648856
Amagi,1000000000,2022-03-16,Internet software & services,Bengaluru,India,Asia,2008,240000000,"Mayfield, Accel, Norwest Venture Partners",2022,14,4.166666666666667
Amount,1000000000,2021-05-17,Fintech,Chicago,United States,North America,2019,243000000,"Invus Group, Hanaco Venture Capital, WestCap Group",2021,2,4.11522633744856
Amperity,1000000000,2021-07-13,Artificial intelligence,Seattle,United States,North America,2016,187000000,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",2021,5,5.347593582887701
Anyscale,1000000000,2021-12-07,Artificial Intelligence,Berkeley,United States,North America,2019,160000000,"Andreessen Horowitz, Intel Capital, Foundation Capital",2021,2,6.25
Aptos,1000000000,2022-03-15,Internet software & services,Palo Alto,United States,North America,2021,200000000,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",2022,1,5.0
Aqua Security,1000000000,2021-03-10,Cybersecurity,Ramat Gan,Israel,Asia,2015,265000000,"TLV Partners, Lightspeed Venture Partners, M12",2021,6,3.7735849056603774
Assembly,1000000000,2021-09-21,Internet software & services,Culver City,United States,North America,2019,-1,"Advent International, PSG, Providence Equity Partners",2021,2,-1000000000.0
Assent,1000000000,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,534000000,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",2022,12,1.8726591760299625
Augury,1000000000,2021-10-26,Artificial intelligence,New York,United States,North America,2011,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2021,10,3.401360544217687
Axelar,1000000000,2022-02-15,Internet software & services,Waterloo,Canada,North America,2020,64000000,"Lemniscap VC, North Island Ventures, Polychain Capital",2022,2,15.625
Axiom Space,1000000000,2021-02-16,Other,Houston,United States,North America,2016,150000000,"C5 Capital, Hemisphere Ventures, The Venture Collective",2021,5,6.666666666666667
Banma Network Technologies,1000000000,2018-09-13,Auto & transportation,Shanghai,China,Asia,2015,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",2018,3,1.4347202295552368
BeiBei,1000000000,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,224000000,"Banyan Capital, New Horizon Capital, IDG Capital Partners",2015,4,4.464285714285714
BenevolentAI,1000000000,2015-06-02,Artificial intelligence,London,United Kingdom,Europe,2013,292000000,Woodford Investment Management,2015,2,3.4246575342465753
Berlin Brands Group,1000000000,2021-09-01,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,800000000,"Ardian, Bain Capital",2021,16,1.25
Betterfly,1000000000,2022-02-01,Artificial intelligence,Santiago,Chile,South America,2018,205000000,"QED Investors, DST Global, Endeavor",2022,4,4.878048780487805
BitFury,1000000000,2018-11-06,Hardware,Amsterdam,Netherlands,Europe,2011,170000000,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",2018,7,5.882352941176471
BlackBuck,1000000000,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,352000000,"Accel, Sands Capital, International Finance Corporation",2021,6,2.840909090909091
Bluecore,1000000000,2021-08-05,Artificial intelligence,New York,United States,North America,2013,238000000,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",2021,8,4.201680672268908
BlueVoyant,1000000000,2022-02-23,Cybersecurity,New York,United States,North America,2017,526000000,"8VC, Liberty Strategic Capital, Eden Global Partners",2022,5,1.9011406844106464
bolttech,1000000000,2021-07-01,Fintech,Unknown,Singapore,Asia,2018,210000000,"Mundi Ventures, Doqling Capital Partners, Activant Capital",2021,3,4.761904761904762
Boom Supersonic,1000000000,2020-12-16,Other,Englewood,United States,North America,2014,241000000,"WRVI Capital, Caffeinated Capital, Y Combinator",2020,6,4.149377593360996
Bringg,1000000000,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,185000000,"Salesforce Ventures, next47, Pereg Ventures",2021,8,5.405405405405405
C2FO,1000000000,2019-08-07,Fintech,Leawood,United States,North America,2008,538000000,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",2019,11,1.858736059479554
Cadence,1000000000,2021-12-14,Health,New York,United States,North America,2020,141000000,"Thrive Capital, General Catalyst, Coatue Management",2021,1,7.092198581560283
CAIS,1000000000,2022-01-11,Fintech,New York,United States,North America,2009,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management",2022,13,2.4630541871921183
Cameo,1000000000,2021-03-30,Internet software & services,Chicago,United States,North America,2016,165000000,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",2021,5,6.0606060606060606
Capsule,1000000000,2021-04-28,Health,New York,United States,North America,2016,570000000,"Thrive Capital, Durable Capital Partners, G Squared",2021,5,1.7543859649122806
CargoX,1000000000,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,390000000,"Valor Capital Group, Lightrock, Softbank Group",2021,6,2.5641025641025643
Carro,1000000000,2021-06-14,E-commerce & direct-to-consumer,Unknown,Singapore,Asia,2015,595000000,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",2021,6,1.680672268907563
Carson Group,1000000000,2021-07-14,Fintech,Lincoln,United States,North America,2012,-1,Bain Capital,2021,9,-1000000000.0
CHEQ,1000000000,2022-02-22,Cybersecurity,New York,United States,North America,2014,182000000,"Battery Ventures, Tiger Global Management, Hanaco Ventures",2022,8,5.4945054945054945
Chronosphere,1000000000,2021-10-07,Data management & analytics,New York,United States,North America,2019,254000000,"Greylock Partners, Lux Capital, General Atlantic",2021,2,3.937007874015748
Cider,1000000000,2021-09-02,E-commerce & direct-to-consumer,Unknown,Hong Kong,Asia,2020,140000000,"Andreessen Horowitz, DST Global, IDG Capital",2021,1,7.142857142857143
Clara,1000000000,2021-12-06,Fintech,Mexico City,Mexico,North America,2020,109000000,"DST Global, General Catalyst, Monashees+",2021,1,9.174311926605505
Clearcover,1000000000,2021-04-13,Fintech,Chicago,United States,North America,2016,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures",2021,5,3.278688524590164
CommerceIQ,1000000000,2022-03-21,Artificial Intelligence,Palo Alto,United States,North America,2012,196000000,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",2022,10,5.1020408163265305
Contrast Security,1000000000,2021-11-09,Cybersecurity,Los Altos,United States,North America,2014,269000000,"Acero Capital, General Catalyst, M12",2021,7,3.717472118959108
Darwinbox,1000000000,2022-01-25,Internet software & services,Hyderabad,India,Asia,2015,107000000,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",2022,7,9.345794392523365
Dental Monitoring,1000000000,2021-10-21,Health,Paris,France,Europe,2014,232000000,"Vitruvian Partners, Merieux Equity Partners, Straumann",2021,7,4.310344827586207
DianRong,1000000000,2017-08-02,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,549000000,"Standard Chartered, FinSight Ventures, Affirma Capital",2017,5,1.8214936247723132
Drata,1000000000,2021-11-08,Cybersecurity,San Diego,United States,North America,2020,128000000,"Cowboy Ventures, Leaders Fund, GGV Capital",2021,1,7.8125
DriveNets,1000000000,2021-01-27,Internet software & services,Ra'anana,Israel,Asia,2015,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2021,6,3.076923076923077
Dune Analytics,1000000000,2022-02-02,Data management & analytics,Oslo,Norway,Europe,2018,79000000,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",2022,4,12.658227848101266
Dxy.cn,1000000000,2018-04-10,Health,Hangzhou,China,Asia,2000,682000000,"Tencent Holdings, DCM Ventures",2018,18,1.466275659824047
EBANX,1000000000,2019-10-16,Fintech,Curitiba,Brazil,South America,2012,460000000,"FTV Capital, Endeavor",2019,7,2.1739130434782608
EcoFlow,1000000000,2021-06-10,Hardware,Shenzhen,China,Asia,2017,105000000,"Delian Capital, China International Capital Corporation, Sequoia Capital China",2021,4,9.523809523809524
Electric,1000000000,2022-03-29,Cybersecurity,New York,United States,North America,2016,209000000,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",2022,6,4.784688995215311
Emerging Markets Property Group,1000000000,2020-04-28,Other,Dubai,United Arab Emirates,Asia,2015,279000000,"OLX Group, KCK Group, EXOR Seeds",2020,5,3.5842293906810037
Esusu,1000000000,2022-01-27,Fintech,New York,United States,North America,2015,145000000,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",2022,7,6.896551724137931
Evidation,1000000000,2021-03-22,Health,San Mateo,United States,North America,2012,259000000,"B Capital Group,, GE Ventures, McKesson Ventures",2021,9,3.861003861003861
Expel,1000000000,2021-11-18,Cybersecurity,Herndon,United States,North America,2016,258000000,"Paladin Capital Group, Greycroft, Scale Venture Partners",2021,5,3.875968992248062
Fabric,1000000000,2021-10-26,"Supply chain, logistics, & delivery",New York,United States,North America,2015,294000000,"Innovation Endeavors, Aleph, Temasek",2021,6,3.401360544217687
Feedzai,1000000000,2021-03-24,Artificial intelligence,San Mateo,United States,North America,2009,277000000,"Global Founders Capital, Shea Ventures, Greycroft",2021,12,3.6101083032490973
Fever Labs,1000000000,2022-01-26,Internet software & services,New York,United States,North America,2012,299000000,"Accel, 14W, GS Growth",2022,10,3.3444816053511706
Fiture,1000000000,2021-04-14,Health,Chengdu,China,Asia,2019,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2021,2,2.557544757033248
FLASH,1000000000,2022-03-16,Fintech,Austin,United States,North America,2011,314000000,"L Catterton, Trellis Partners, Vista Equity Partners",2022,11,3.1847133757961785
Flash Express,1000000000,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital",2021,4,2.857142857142857
FlashEx,1000000000,2018-08-27,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management",2018,4,2.785515320334262
Fractal Analytics,1000000000,2022-01-05,Data management & analytics,Mumbai,India,Asia,2000,685000000,"TPG Capital, Apax Partners, TA Associates",2022,22,1.4598540145985401
Freshbooks,1000000000,2021-08-10,Fintech,Toronto,Canada,North America,2004,156000000,"Accomplice, Oak Investment Partners, Georgian Partners",2021,17,6.410256410256411
FXiaoKe,1000000000,2015-07-02,Mobile & telecommunications,Beijing,China,Asia,2011,283000000,"IDG Capital, Northern Light Venture Capital, DCM Ventures",2015,4,3.5335689045936394
Gauntlet Networks,1000000000,2022-03-07,Fintech,New York,United States,North America,2018,45000000,"Polychain Capital, Paradigm, Ribbit Capital",2022,4,22.22222222222222
Geek+,1000000000,2018-11-21,Hardware,Beijing,China,Asia,2015,439000000,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",2018,3,2.277904328018223
Gelato,1000000000,2021-08-16,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,269000000,"Greylock Partners, Google Ventures, BlackRock",2021,14,3.717472118959108
Glia,1000000000,2022-03-21,Fintech,New York,United States,North America,2012,152000000,"Wildcat Capital Management, Insight Partners, Tola Capital",2022,10,6.578947368421052
GO1,1000000000,2021-07-19,Internet software & services,Brisbane,Australia,Oceania,2015,284000000,"Y Combinator, M12, SEEK",2021,6,3.5211267605633805
Groq,1000000000,2021-04-14,Artificial intelligence,Mountain View,United States,North America,2016,362000000,"TDK Ventures, Social Capital, D1 Capital Partners",2021,5,2.7624309392265194
Hailo,1000000000,2021-10-12,Artificial intelligence,Tel Aviv,Israel,Asia,2017,221000000,"Glory Ventures, Maniv Mobility",2021,4,4.524886877828054
Haomao.AI,1000000000,2021-12-22,Artificial Intelligence,Beijing,China,Asia,2019,157000000,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2021,2,6.369426751592357
Hasura,1000000000,2022-02-22,Internet software & services,Bengaluru,India,Asia,2017,137000000,"Nexus Venture Partners, Vertex Ventures, STRIVE",2022,5,7.299270072992701
HAYDON,1000000000,2021-09-24,Consumer & retail,Shanghai,China,Asia,2020,100000000,"Tencent Holdings, Hillhouse Capital Management",2021,1,10.0
Heyday,1000000000,2021-11-16,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,800000000,"Khosla Ventures,General Catalyst, Victory Park Capital",2021,4,1.25
HMD Global,1000000000,2018-05-21,Mobile & telecommunications,Espoo,Finland,Europe,2016,330000000,Ginko Ventures,2018,2,3.0303030303030303
Hotmart,1000000000,2020-03-17,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,127000000,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",2020,9,7.874015748031496
Huike Group,1000000000,2018-05-24,Edtech,Beijing,China,Asia,2010,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",2018,8,3.3112582781456954
Human Interest,1000000000,2021-08-04,Fintech,San Francisco,United States,North America,2015,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital",2021,6,2.9673590504451037
Ibotta,1000000000,2019-08-06,Fintech,Denver,United States,North America,2011,93000000,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",2019,8,10.75268817204301
iCarbonX,1000000000,2016-04-12,Artificial intelligence,Shenzhen,China,Asia,2015,200000000,"Tencent, Vcanbio",2016,1,5.0
iFood,1000000000,2018-11-13,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,592000000,"Movile, Just Eat, Naspers",2018,7,1.6891891891891893
InFarm,1000000000,2021-12-16,Other,Berlin,Germany,Europe,2013,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital",2021,8,1.6666666666666667
Infobip,1000000000,2020-07-30,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,200000000,One Equity Partners,2020,14,5.0
Injective Protocol,1000000000,2021-04-20,Fintech,New York,United States,North America,2018,17000000,"Pantera Capital, Cadenza Ventures, BlockTower Capital",2021,3,58.8235294117647
Intellifusion,1000000000,2019-03-22,Artificial intelligence,Shenzhen,China,Asia,2014,173000000,"BOC International, TopoScend Capital, Hongxiu VC",2019,5,5.780346820809249
Interos,1000000000,2021-07-22,Fintech,Arlington,United States,North America,2005,135000000,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",2021,16,7.407407407407407
Iodine Software,1000000000,2021-12-01,Data management & analytics,Austin,United States,North America,2010,-1,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",2021,11,-1000000000.0
JoyTunes,1000000000,2021-06-21,Edtech,Tel Aviv,Israel,Asia,2011,92000000,"Genesis Partners, Aleph, Insight Partners",2021,10,10.869565217391305
Kendra Scott,1000000000,2016-12-21,Consumer & retail,Austin,United States,North America,2002,-1,"Berkshire Partners, Norwest Venture Partners",2016,14,-1000000000.0
Kitopi,1000000000,2021-07-01,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,504000000,"CE-Ventures, BECO Capital, Nordstar",2021,3,1.9841269841269842
KnowBox,1000000000,2019-05-30,Edtech,Beijing,China,Asia,2014,306000000,"TAL Education Group, Legend Star, Alibaba Group",2019,5,3.2679738562091503
Kopi Kenangan,1000000000,2021-12-27,Consumer & retail,Jakarta,Indonesia,Asia,2017,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",2021,4,3.003003003003003
Lamabang,1000000000,2015-03-06,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,130000000,"5Y Capital, Matrix Partners China, K2VC",2015,4,7.6923076923076925
LayerZero Labs,1000000000,2022-03-30,Internet software & services,New York,United States,North America,2021,143000000,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",2022,1,6.993006993006993
Lessen,1000000000,2021-11-30,Internet software & services,Scottsdale,United States,North America,2019,205000000,"Khosla Ventures, General Catalyst, Navitas Capital",2021,2,4.878048780487805
LetsGetChecked,1000000000,2021-06-07,Health,Dublin,Ireland,Europe,2015,263000000,"Optum Ventures, Qiming Venture Partners, Transformation Capital",2021,6,3.802281368821293
Licious,1000000000,2021-10-05,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,489000000,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",2021,6,2.044989775051125
LinkDoc Technology,1000000000,2018-07-05,Health,Beijing,China,Asia,2014,253000000,"China Investment Corporation, New Enterprise Associates",2018,4,3.952569169960474
Locus Robotics,1000000000,2021-02-17,Hardware,Wilmington,United States,North America,2014,299000000,"Scale Venture Partners, Bond, Tiger Global Management",2021,7,3.3444816053511706
Lookout,1000000000,2013-10-10,Cybersecurity,San Francisco,United States,North America,2007,282000000,"Accel Partners, Greylock Partners, Lowercase Capital",2013,6,3.5460992907801416
Lydia,1000000000,2021-12-08,Fintech,Paris,France,Europe,2011,263000000,"NewAlpha, XAnge Private Equity, Tencent Holdings",2021,10,3.802281368821293
MadeiraMadeira,1000000000,2021-01-07,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+",2021,12,2.9761904761904763
Maimai,1000000000,2017-11-15,Mobile & telecommunications,Beijing,China,Asia,2013,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures",2017,4,3.3333333333333335
Mammoth Biosciences,1000000000,2021-09-09,Health,Brisbane,United States,North America,2017,265000000,"NFX, Plum Alley, Mayfield",2021,4,3.7735849056603774
Masterworks,1000000000,2021-10-05,Fintech,New York,United States,North America,2017,110000000,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",2021,4,9.090909090909092
Maven Clinic,1000000000,2021-08-17,Health,New York,United States,North America,2014,202000000,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",2021,7,4.9504950495049505
MediaMath,1000000000,2018-07-10,Internet software & services,New York,United States,North America,2007,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund",2018,11,3.076923076923077
Meero,1000000000,2019-06-18,Artificial intelligence,Paris,France,Europe,2016,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital",2019,3,3.4129692832764507
Mensa Brands,1000000000,2021-11-16,Other,Bengaluru,India,Asia,2021,218000000,"Accel, Falcon Edge Capital, Norwest Venture Partners",2021,0,4.587155963302752
Mia.com,1000000000,2015-09-08,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,232000000,"Sequoia Capital China, ZhenFund, K2 Ventures",2015,4,4.310344827586207
Minio,1000000000,2022-01-26,Data management & analytics,Palo Alto,United States,North America,2014,126000000,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",2022,8,7.936507936507937
